"","Var1","Freq"
"2435","Pharmacy (Basel)",1
"2436","Pharmazie",5
"2437","Pharmgenomics Pers Med",81
"2438","Philos Sci",1
"2439","Philos. Trans. R. Soc. Lond., B, Biol. Sci.",5
"2440","Photodiagnosis Photodyn Ther",1
"2441","Phys Chem Chem Phys",1
"2442","Phys Med Biol",1
"2443","Phys Med Rehabil Clin N Am",1
"2444","Phys Ther",1
"2445","Physician Exec",1
"2446","Physiol Rep",2
"2447","Physiol Res",4
"2448","Physiol. Behav.",3
"2449","Physiol. Genomics",9
"2450","Physiol. Rev.",1
"2451","Phytomedicine",12
"2452","Phytother Res",3
"2453","Plant Physiol. Biochem.",1
"2454","Planta Med.",3
"2455","Platelets",3
"2456","PLoS Biol.",3
"2457","PLoS Comput. Biol.",14
"2458","PLoS Curr",1
"2459","PLoS Genet.",12
"2460","PLoS Med.",8
"2461","PLoS ONE",258
"2462","PLoS Pathog.",1
"2463","PM R",1
"2464","Pol Tyg Lek",1
"2465","Pol. Arch. Med. Wewn.",3
"2466","Pol. J. Microbiol.",1
"2467","Pol. Merkur. Lekarski",5
"2468","Postepy Biochem.",1
"2469","Postepy Dermatol Alergol",1
"2470","Postepy Hig Med Dosw (Online)",5
"2471","Postgrad Med",1
"2472","Postgrad Med J",3
"2473","PPAR Res",2
"2474","Prague Med Rep",4
"2475","Praxis (Bern 1994)",9
"2476","Prescrire Int",1
"2477","Presse Med",2
"2478","Prev Med",1
"2479","Prikl. Biokhim. Mikrobiol.",1
"2480","Pril (Makedon Akad Nauk Umet Odd Med Nauki)",1
"2481","Prim Care Companion CNS Disord",1
"2482","Prim. Care",1
"2483","Probl Sotsialnoi Gig Zdravookhranenniiai Istor Med",1
"2484","Proc Am Thorac Soc",3
"2485","Proc AMIA Symp",1
"2486","Proc USENIX Secur Symp",1
"2487","Proc. Biol. Sci.",1
"2488","Proc. Natl. Acad. Sci. U.S.A.",57
"2489","Proc. West. Pharmacol. Soc.",2
"2490","Prog Cardiovasc Dis",5
"2491","Prog Cardiovasc Nurs",3
"2492","Prog Cell Cycle Res",1
"2493","Prog Community Health Partnersh",2
"2494","Prog Mol Biol Transl Sci",5
"2495","Prog Nucl Magn Reson Spectrosc",1
"2496","Prog Retin Eye Res",2
"2497","Prog Transplant",1
"2498","Prog. Brain Res.",3
"2499","Prog. Clin. Biol. Res.",13
"2500","Prog. Neurobiol.",3
"2501","Prog. Neuropsychopharmacol. Biol. Psychiatry",46
"2502","Prog. Pediatr. Cardiol.",1
"2503","Prostaglandins Leukot. Essent. Fatty Acids",2
"2504","Prostate",4
"2505","Prostate Cancer Prostatic Dis.",1
"2506","Protein Cell",1
"2507","Protein Expr. Purif.",1
"2508","Protein Pept. Lett.",2
"2509","Protein Sci.",2
"2510","Proteins",2
"2511","Proteome Sci",1
"2512","Proteomes",1
"2513","Proteomics Clin Appl",4
"2514","Provider",2
"2515","Prz Gastroenterol",1
"2516","Prz Menopauzalny",1
"2517","Prz. Lek.",3
"2518","Przegl Epidemiol",1
"2519","Psychiatr Danub",14
"2520","Psychiatr Hung",1
"2521","Psychiatr Q",3
"2522","Psychiatr Serv",1
"2523","Psychiatr. Clin. North Am.",9
"2524","Psychiatr. Genet.",15
"2525","Psychiatr. Pol.",3
"2526","Psychiatry (Edgmont)",1
"2527","Psychiatry Clin. Neurosci.",2
"2528","Psychiatry Investig",3
"2529","Psychiatry J",1
"2530","Psychiatry Res",28
"2531","Psychol Med",4
"2532","Psychol Neuropsychiatr Vieil",2
"2533","Psychoneuroendocrinology",5
"2534","Psychopharmacol Bull",12
"2535","Psychopharmacol Ser",5
"2536","Psychopharmacology (Berl.)",27
"2537","Psychosom Med",1
"2538","Psychosomatics",3
"2539","Public Health Genomics",32
"2540","Public Health Nutr",1
"2541","Pulm Circ",4
"2542","Pulm Pharmacol Ther",4
"2543","QJM",4
"2544","Quintessence Int",1
"2545","R I Med J (2013)",1
"2546","Radiat. Res.",2
"2547","Radiol Oncol",10
"2548","Radiology",2
"2549","Radiother Oncol",1
"2550","Rambam Maimonides Med J",2
"2551","Rapid Commun. Mass Spectrom.",4
"2552","Ration Drug Ther",2
"2553","RCM Midwives",1
"2554","Recent Pat Anticancer Drug Discov",2
"2555","Recent Pat Antiinfect Drug Discov",2
"2556","Recent Pat Biotechnol",7
"2557","Recent Pat Cardiovasc Drug Discov",2
"2558","Recent Pat CNS Drug Discov",1
"2559","Recent Pat DNA Gene Seq",3
"2560","Recent Pat Inflamm Allergy Drug Discov",1
"2561","Recent Results Cancer Res.",1
"2562","Recenti Prog Med",3
"2563","Regul. Toxicol. Pharmacol.",6
"2564","Rehabil Nurs",1
"2565","Ren Fail",2
"2566","Reprod Sci",3
"2567","Reprod. Biomed. Online",1
"2568","Reprod. Toxicol.",1
"2569","Reproduction",1
"2570","Res Dev Disabil",1
"2571","Res Pharm Sci",1
"2572","Res Rep Urol",1
"2573","Res Social Adm Pharm",1
"2574","Respir Care",1
"2575","Respir Med",4
"2576","Respir Med Case Rep",1
"2577","Respir Physiol Neurobiol",2
"2578","Respir. Res.",4
"2579","Respirology",4
"2580","Retina (Philadelphia, Pa.)",5
"2581","Retrovirology",1
"2582","Reumatol Clin",4
"2583","Rev Alerg Mex",1
"2584","Rev Bras Psiquiatr",3
"2585","Rev Cardiovasc Med",1
"2586","Rev Chilena Infectol",1
"2587","Rev Course Lect",1
"2588","Rev Derecho Genoma Hum",6
"2589","Rev Diabet Stud",1
"2590","Rev Enferm",2
"2591","Rev Environ Health",2
"2592","Rev Epidemiol Sante Publique",1
"2593","Rev Esp Cardiol",2
"2594","Rev Esp Cardiol (Engl Ed)",1
"2595","Rev Esp Enferm Dig",2
"2596","Rev Gastroenterol Disord",4
"2597","Rev Iberoam Micol",1
"2598","Rev Med Brux",2
"2599","Rev Med Chil",6
"2600","Rev Med Chir Soc Med Nat Iasi",3
"2601","Rev Med Inst Mex Seguro Soc",1
"2602","Rev Med Interne",7
"2603","Rev Med Liege",7
"2604","Rev Med Panama",1
"2605","Rev Med Suisse",7
"2606","Rev Med Suisse Romande",2
"2607","Rev Med Univ Navarra",1
"2608","Rev Neurol",7
"2609","Rev Neurol Dis",1
"2610","Rev Peru Med Exp Salud Publica",1
"2611","Rev Port Cardiol",2
"2612","Rev Port Pneumol",1
"2613","Rev Prat",3
"2614","Rev Psiquiatr Salud Ment",2
"2615","Rev. Biol. Trop.",2
"2616","Rev. Invest. Clin.",8
"2617","Rev. Latinoam. Microbiol.",1
"2618","Rev. Neurol. (Paris)",2
"2619","Rev. Physiol. Biochem. Pharmacol.",1
"2620","Rheum. Dis. Clin. North Am.",5
"2621","Rheumatol. Int.",11
"2622","Rheumatology (Oxford)",10
"2623","Rinsho Byori",32
"2624","Rinsho Ketsueki",2
"2625","Rinsho Shinkeigaku",2
"2626","Riv Psichiatr",1
"2627","RMD Open",4
"2628","RN",1
"2629","Rom J Intern Med",2
"2630","Rom J Morphol Embryol",2
"2631","Russ Coiles Health Trends",1
"2632","S D J Med",1
"2633","S D Med",9
"2634","S. Afr. Med. J.",3
"2635","SAGE Open Med",1
"2636","SAGE Open Med Case Rep",1
"2637","Sarcoma",1
"2638","Saudi J Biol Sci",1
"2639","Saudi J Kidney Dis Transpl",1
"2640","Saudi Med J",1
"2641","Saudi Pharm J",2
"2642","Scand J Infect Dis Suppl",4
"2643","Scand J Pain",1
"2644","Scand J Public Health",1
"2645","Scand. Cardiovasc. J.",1
"2646","Scand. J. Clin. Lab. Invest.",2
"2647","Scand. J. Clin. Lab. Invest. Suppl.",2
"2648","Scand. J. Gastroenterol.",5
"2649","Scand. J. Immunol.",2
"2650","Scand. J. Infect. Dis.",5
"2651","Scand. J. Rheumatol.",1
"2652","Schizophr Bull",10
"2653","Schizophr Res Cogn",1
"2654","Schizophr. Res.",30
"2655","Schmerz",1
"2656","Schweiz Med Wochenschr",1
"2657","Schweiz. Arch. Tierheilkd.",1
"2658","Sci Adv",1
"2659","Sci China Life Sci",7
"2660","Sci Data",2
"2661","Sci Prog",1
"2662","Sci Rep",79
"2663","Sci Signal",6
"2664","Sci Transl Med",8
"2665","Sci. Am.",3
"2666","Sci. China, C, Life Sci.",1
"2667","Sci. STKE",1
"2668","Science",39
"2669","ScientificWorldJournal",4
"2670","Se Pu",1
"2671","SEB Exp Biol Ser",1
"2672","Seikagaku",2
"2673","Seishin Shinkeigaku Zasshi",7
"2674","Seizure",10
"2675","Semin Colon Rectal Surg",1
"2676","Semin Dermatol",1
"2677","Semin Fetal Neonatal Med",5
"2678","Semin Immunopathol",1
"2679","Semin Neurol",3
"2680","Semin Nucl Med",1
"2681","Semin Oncol Nurs",2
"2682","Semin Ophthalmol",1
"2683","Semin Respir Crit Care Med",1
"2684","Semin. Arthritis Rheum.",1
"2685","Semin. Cancer Biol.",4
"2686","Semin. Hematol.",3
"2687","Semin. Liver Dis.",5
"2688","Semin. Nephrol.",1
"2689","Semin. Oncol.",14
"2690","Semin. Pediatr. Surg.",1
"2691","Semin. Perinatol.",3
"2692","Semin. Thorac. Cardiovasc. Surg.",1
"2693","Semin. Thromb. Hemost.",8
"2694","Sensors (Basel)",3
"2695","Sheng Li Ke Xue Jin Zhan",3
"2696","Shock",1
"2697","Singapore Med J",1
"2698","Skin Therapy Lett.",1
"2699","SLAS Discov",1
"2700","Sleep",2
"2701","Sleep Biol Rhythms",1
"2702","Soc Cogn Affect Neurosci",1
"2703","Soc Philos Policy",1
"2704","Soc Sci Med",7
"2705","Soc Stud Sci",3
"2706","Sociol Health Illn",4
"2707","South Calif Interdiscip Law J",1
"2708","South. Med. J.",2
"2709","Southeast Asian J. Trop. Med. Public Health",1
"2710","Spectrochim Acta A Mol Biomol Spectrosc",1
"2711","Spine",1
"2712","Sports Med",1
"2713","Springerplus",1
"2714","Stand Genomic Sci",1
"2715","Stat Appl Genet Mol Biol",1
"2716","Stat Med",20
"2717","Stat Methods Med Res",1
"2718","Stem Cell Investig",1
"2719","Stem Cell Reports",1
"2720","Stem Cell Res",1
"2721","Stem Cell Res Ther",2
"2722","Stem Cell Rev",1
"2723","Stem Cells",3
"2724","Stem Cells Dev.",1
"2725","Stem Cells Int",3
"2726","Stem Cells Transl Med",2
"2727","Steroids",3
"2728","Stroke",16
"2729","Stroke Res Treat",1
"2730","Stud Health Technol Inform",22
"2731","Stud Hist Philos Biol Biomed Sci",6
"2732","Subst Abuse",1
"2733","Subst Use Misuse",1
"2734","Sultan Qaboos Univ Med J",1
"2735","Suppl Tumori",3
"2736","Support Care Cancer",4
"2737","Surg Oncol",2
"2738","Surg. Oncol. Clin. N. Am.",1
"2739","Surv Ophthalmol",1
"2740","Swiss Med Wkly",4
"2741","Synapse",2
"2742","Syst Rev",2
"2743","Talanta",1
"2744","Tanpakushitsu Kakusan Koso",13
"2745","Target Oncol",1
"2746","Teach Learn Med",1
"2747","Technol Eval Cent Assess Program Exec Summ",8
"2748","Technol Health Care",1
"2749","Technol. Cancer Res. Treat.",2
"2750","Ter. Arkh.",11
"2751","Tetrahedron Lett.",1
"2752","Tex Heart Inst J",1
"2753","Theor Biol Med Model",1
"2754","Ther Adv Drug Saf",5
"2755","Ther Adv Endocrinol Metab",1
"2756","Ther Adv Med Oncol",2
"2757","Ther Adv Musculoskelet Dis",1
"2758","Ther Adv Neurol Disord",2
"2759","Ther Adv Respir Dis",1
"2760","Ther Clin Risk Manag",5
"2761","Ther Deliv",4
"2762","Ther Drug Monit",69
"2763","Ther Innov Regul Sci",1
"2764","Ther Umsch",7
"2765","Theranostics",2
"2766","Therap Adv Gastroenterol",1
"2767","Therapie",31
"2768","Therapy",1
"2769","Thorac Cancer",1
"2770","Thorax",5
"2771","Thromb. Haemost.",43
"2772","Thromb. Res.",31
"2773","Thyroid",2
"2774","Tidsskr. Nor. Laegeforen.",26
"2775","Tijdschr Psychiatr",3
"2776","Time",14
"2777","Tissue Antigens",3
"2778","Tob Control",2
"2779","Tob Induc Dis",1
"2780","Tohoku J. Exp. Med.",1
"2781","Top HIV Med",4
"2782","Toxicol In Vitro",5
"2783","Toxicol Ind Health",1
"2784","Toxicol Pathol",4
"2785","Toxicol Rep",1
"2786","Toxicol Rev",1
"2787","Toxicol. Appl. Pharmacol.",8
"2788","Toxicol. Lett.",16
"2789","Toxicol. Mech. Methods",4
"2790","Toxicol. Sci.",16
"2791","Toxicology",16
"2792","Toxics",1
"2793","Toxins (Basel)",2
"2794","Traffic",1
"2795","Trans Am Ophthalmol Soc",1
"2796","Trans. Am. Clin. Climatol. Assoc.",5
"2797","Transcult Psychiatry",1
"2798","Transfus Clin Biol",1
"2799","Transfus Med",1
"2800","Transfus Med Rev",1
"2801","Transfusion",1
"2802","Transl Behav Med",3
"2803","Transl Lung Cancer Res",3
"2804","Transl Psychiatry",20
"2805","Transl Res",8
"2806","Transpl. Immunol.",2
"2807","Transpl. Int.",3
"2808","Transplant Rev (Orlando)",2
"2809","Transplant. Proc.",15
"2810","Transplantation",15
"2811","Treat Respir Med",2
"2812","Trends Biochem. Sci.",2
"2813","Trends Biotechnol.",9
"2814","Trends Cancer Res",1
"2815","Trends Cardiovasc. Med.",6
"2816","Trends Cogn. Sci. (Regul. Ed.)",1
"2817","Trends Endocrinol. Metab.",2
"2818","Trends Genet.",7
"2819","Trends Immunol.",1
"2820","Trends Microbiol.",1
"2821","Trends Mol Med",14
"2822","Trends Parasitol.",2
"2823","Trends Pharmacol. Sci.",43
"2824","Trials",8
"2825","Trop. Med. Int. Health",2
"2826","Trustee",1
"2827","Tuberc Respir Dis (Seoul)",2
"2828","Tuberculosis (Edinb)",6
"2829","Tumori",3
"2830","Tumour Biol.",19
"2831","Turk J Gastroenterol",1
"2832","Turk J Haematol",2
"2833","Turk J Med Sci",2
"2834","Twin Res",1
"2835","Twin Res Hum Genet",2
"2836","Ugeskr. Laeg.",36
"2837","Univ Ill Law Rev",1
"2838","Urol. Clin. North Am.",1
"2839","Urol. Oncol.",7
"2840","US News World Rep",7
"2841","Vaccine",2
"2842","Value Health",20
"2843","Vasc Endovascular Surg",1
"2844","Vasc Health Risk Manag",1
"2845","Vasc Med",2
"2846","Vascul. Pharmacol.",9
"2847","Vascular",1
"2848","Verh Dtsch Ges Pathol",1
"2849","Verh. K. Acad. Geneeskd. Belg.",1
"2850","Versicherungsmedizin",1
"2851","Vertex",2
"2852","Vestn Oftalmol",3
"2853","Vestn. Akad. Med. Nauk SSSR",8
"2854","Vestn. Otorinolaringol.",1
"2855","Vet Comp Oncol",1
"2856","Vet. Clin. North Am. Small Anim. Pract.",3
"2857","Vet. J.",1
"2858","Vet. Parasitol.",1
"2859","Virchows Arch.",2
"2860","Virol. J.",1
"2861","Virtual Mentor",2
"2862","Vitam. Horm.",1
"2863","Vnitr Lek",12
"2864","Vojnosanit Pregl",3
"2865","Vopr Onkol",2
"2866","Vox Sang.",2
"2867","Washburn Law J",3
"2868","Washington Post",1
"2869","Wei Sheng Yan Jiu",1
"2870","West J Emerg Med",1
"2871","West. J. Med.",1
"2872","Wiad. Lek.",4
"2873","Wien Med Wochenschr",4
"2874","Wien. Klin. Wochenschr.",3
"2875","Wiley Interdiscip Rev Nanomed Nanobiotechnol",1
"2876","Wiley Interdiscip Rev Syst Biol Med",10
"2877","WMJ",2
"2878","World J Cardiol",2
"2879","World J Clin Oncol",3
"2880","World J Diabetes",1
"2881","World J Gastrointest Pathophysiol",1
"2882","World J Gastrointest Pharmacol Ther",1
"2883","World J Gastrointest Surg",1
"2884","World J Hepatol",1
"2885","World J Pediatr",1
"2886","World J Surg",1
"2887","World J Surg Oncol",1
"2888","World J Urol",1
"2889","World J Virol",2
"2890","World J. Biol. Psychiatry",12
"2891","World J. Gastroenterol.",36
"2892","World Med Health Policy",1
"2893","World Neurosurg",1
"2894","World Rev Nutr Diet",1
"2895","Xenobiotica",49
"2896","Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi",3
"2897","Yakugaku Zasshi",32
"2898","Yale J Biol Med",5
"2899","Yale J Health Policy Law Ethics",1
"2900","Yao Xue Xue Bao",10
"2901","Yearb Med Inform",2
"2902","Yeast",4
"2903","Yi Chuan",2
"2904","Yi Chuan Xue Bao",2
"2905","Yonsei Med. J.",4
"2906","Z Evid Fortbild Qual Gesundhwes",1
"2907","Z Gastroenterol",1
"2908","Z Gerontol Geriatr",1
"2909","Z Rheumatol",1
"2910","Zentralbl Chir",1
"2911","Zh Nevrol Psikhiatr Im S S Korsakova",7
"2912","Zhong Nan Da Xue Xue Bao Yi Xue Ban",10
"2913","Zhongguo Dang Dai Er Ke Za Zhi",2
"2914","Zhongguo Fei Ai Za Zhi",1
"2915","Zhongguo Shi Yan Xue Ye Xue Za Zhi",4
"2916","Zhongguo Yao Li Xue Bao",6
"2917","Zhongguo Zhong Yao Za Zhi",2
"2918","Zhonghua Er Ke Za Zhi",2
"2919","Zhonghua Wei Chang Wai Ke Za Zhi",1
"2920","Zhonghua Xin Xue Guan Bing Za Zhi",6
"2921","Zhonghua Yan Ke Za Zhi",2
"2922","Zhonghua Yi Xue Yi Chuan Xue Za Zhi",3
"2923","Zhonghua Yi Xue Za Zhi",5
